Fecha_generacion,Fecha_evaluacion,Antelacion,Numero_habitaciones_hotel,Numero_habitaciones_bloqueadas,Room_nights_individuales_actuales,Room_nights_grupos_actuales,Precio_actual,Revenue_individual_actual,Revenue_grupos_actual,Precio_competidor1,Precio_competidor2,Precio_competidor3,Cancelaciones,Evento_muy_grande,Evento_grande,Duracion_evento,Horas_sol,Temperatura_minima,Temperatura_maxima,Día_de_la_semana
2022-05-05,2022-05-31,26,100,0,18,10,91,1639.2,837.87,91,94,89,1,0,0,0,8.97,12.68,24.22,Tuesday
2022-05-05,2022-06-01,27,100,0,14,7,82,1158.27,533.21,86,81,90,3,0,0,0,9.13,18.72,26.1,Wednesday
2022-05-05,2022-06-02,28,100,1,15,11,83,1251.0,844.36,85,87,83,0,0,0,0,10.25,19.42,29.68,Thursday
2022-05-05,2022-06-03,29,100,0,9,24,91,820.8,2014.08,87,90,99,0,0,0,0,10.79,19.86,28.55,Friday
2022-05-05,2022-06-04,30,100,0,8,23,85,680.0,1798.6,83,80,92,3,0,0,0,10.39,16.14,27.23,Saturday
2022-05-05,2022-06-05,31,100,0,17,14,107,1836.0,1392.16,115,105,116,2,1,0,5,9.72,19.98,28.31,Sunday
2022-05-05,2022-06-06,32,100,3,17,4,89,1506.2,325.92,81,88,92,0,0,0,0,10.8,19.29,29.59,Monday
2022-05-05,2022-06-07,33,100,0,15,5,93,1393.0,427.13,87,97,93,1,0,0,0,9.85,17.03,26.27,Tuesday
2022-05-05,2022-06-08,34,100,0,12,10,92,1108.0,849.73,101,94,86,1,0,0,0,9.32,18.83,26.92,Wednesday
2022-05-05,2022-06-09,35,100,0,12,12,92,1102.4,1014.08,100,88,86,2,0,0,0,9.69,16.13,27.83,Thursday
2022-05-05,2022-06-10,36,100,0,8,23,86,688.0,1819.76,81,91,86,3,0,0,0,9.82,16.23,29.35,Friday
2022-05-05,2022-06-11,37,100,0,7,29,91,642.6,2451.08,100,94,91,3,0,0,0,9.54,17.5,28.7,Saturday
2022-05-05,2022-06-12,38,100,2,8,24,86,697.07,1926.08,96,88,91,3,0,0,0,9.29,18.05,26.41,Sunday
2022-05-05,2022-06-13,39,100,0,14,6,109,1510.13,594.88,108,103,99,1,0,1,3,9.5,19.1,26.17,Monday
2022-05-05,2022-06-14,40,100,0,11,10,92,1007.6,842.4,99,88,83,2,0,0,0,10.89,16.43,28.48,Tuesday
2022-05-05,2022-06-15,41,100,1,11,9,84,937.93,706.92,88,93,90,0,0,0,0,9.68,16.42,26.35,Wednesday
2022-05-05,2022-06-16,42,100,0,15,8,87,1315.0,645.65,82,95,94,2,0,0,0,10.2,17.97,27.87,Thursday
2022-05-05,2022-06-17,43,100,0,5,19,92,463.0,1619.56,102,92,91,2,0,0,0,10.22,16.69,27.83,Friday
2022-05-05,2022-06-18,44,100,0,9,29,95,850.8,2521.07,89,87,102,3,0,0,0,9.3,18.88,29.72,Saturday
2022-05-05,2022-06-19,45,100,1,7,27,88,622.53,2211.12,89,94,95,2,0,0,0,9.87,19.65,29.28,Sunday
2022-05-05,2022-06-20,46,100,3,12,7,98,1172.0,628.79,88,108,93,1,0,0,0,10.63,16.25,28.7,Monday
2022-05-05,2022-06-21,47,100,0,12,9,92,1102.4,760.56,90,83,101,2,0,0,0,10.84,16.11,27.89,Tuesday
2022-05-05,2022-06-22,48,100,0,9,8,84,754.8,617.17,77,91,82,2,0,0,0,10.45,19.46,28.19,Wednesday
2022-05-05,2022-06-23,49,100,3,11,14,87,951.13,1113.09,81,88,84,2,0,0,0,10.11,16.88,26.5,Thursday
2022-05-05,2022-06-24,50,100,0,5,22,90,450.33,1823.07,94,91,86,1,0,0,0,9.64,19.45,27.48,Friday
2022-05-05,2022-06-25,51,100,0,4,23,99,396.53,2097.91,95,96,108,3,0,0,0,9.8,16.2,26.36,Saturday
2022-05-05,2022-06-26,52,100,0,6,17,103,614.0,1599.59,100,105,94,2,0,0,0,9.9,18.04,26.14,Sunday
2022-05-05,2022-06-27,53,100,0,10,13,94,938.67,1122.51,91,104,85,0,0,0,0,9.36,17.12,26.09,Monday
2022-05-05,2022-06-28,54,100,0,11,7,98,1078.73,631.59,89,101,105,0,0,0,0,9.66,18.36,27.25,Tuesday
2022-05-05,2022-06-29,55,100,0,8,10,89,716.27,824.13,87,98,90,0,0,0,0,10.69,17.12,28.98,Wednesday
2022-05-05,2022-06-30,56,100,0,12,6,121,1452.0,667.92,129,112,122,1,0,1,2,9.97,17.65,28.61,Thursday
2022-05-05,2022-07-01,57,100,0,3,17,94,281.2,1465.63,84,97,97,0,0,0,0,10.9,21.43,28.79,Friday
2022-05-05,2022-07-02,58,100,1,3,28,98,296.2,2545.01,99,105,101,1,0,0,0,9.84,19.89,30.93,Saturday
2022-05-05,2022-07-03,59,100,0,2,25,97,194.8,2241.0,87,104,106,3,0,0,0,9.52,21.19,31.37,Sunday
2022-05-05,2022-07-04,60,100,0,7,6,96,675.73,533.12,97,105,94,1,0,0,0,10.27,18.45,28.35,Monday
2022-05-06,2022-05-06,0,100,2,8,30,83,668.27,2306.8,92,77,88,5,0,0,0,8.34,12.49,23.78,Friday
2022-05-06,2022-05-07,1,100,0,12,27,87,1043.2,2159.28,82,92,86,4,0,0,0,8.98,15.57,23.1,Saturday
2022-05-06,2022-05-08,2,100,0,10,24,94,940.0,2075.52,87,104,91,2,0,0,0,9.18,15.36,23.75,Sunday
2022-05-06,2022-05-09,3,100,0,20,5,81,1629.33,374.93,86,86,78,2,0,0,0,9.91,13.91,22.54,Monday
2022-05-06,2022-05-10,4,100,0,17,12,83,1428.0,928.32,93,88,83,1,0,0,0,8.29,13.97,25.77,Tuesday
2022-05-06,2022-05-11,5,100,0,26,9,87,2262.0,720.36,90,79,92,2,0,0,0,8.51,15.28,25.13,Wednesday
2022-05-06,2022-05-12,6,100,0,18,7,88,1578.0,564.39,95,78,86,1,0,0,0,8.34,14.62,22.78,Thursday
2022-05-06,2022-05-13,7,100,1,15,24,81,1216.0,1790.08,80,89,75,1,0,0,0,9.4,15.93,22.72,Friday
2022-05-06,2022-05-14,8,100,0,8,23,88,712.53,1886.61,90,96,94,8,0,0,0,8.75,14.78,23.67,Saturday
2022-05-06,2022-05-15,9,100,0,19,14,104,1982.33,1344.19,108,103,106,5,0,1,1,9.04,14.61,24.11,Sunday
2022-05-06,2022-05-16,10,100,0,20,8,85,1720.0,633.6,85,90,95,2,0,0,0,8.88,13.45,23.84,Monday
2022-05-06,2022-05-17,11,100,0,24,10,86,2081.6,798.53,96,78,95,5,0,0,0,8.6,14.41,25.79,Tuesday
2022-05-06,2022-05-18,12,100,0,21,9,75,1568.0,618.0,79,67,74,1,0,0,0,8.85,12.02,24.8,Wednesday
2022-05-06,2022-05-19,13,100,0,25,10,78,1958.33,720.93,71,82,86,2,0,0,0,8.37,13.38,24.73,Thursday
2022-05-06,2022-05-20,14,100,0,13,26,90,1165.67,2144.13,80,87,98,1,0,0,0,8.04,12.36,23.86,Friday
2022-05-06,2022-05-21,15,100,0,10,29,85,847.33,2260.07,83,83,85,2,0,0,0,9.59,15.99,24.12,Saturday
2022-05-06,2022-05-22,16,100,0,14,21,86,1194.67,1647.52,76,77,95,2,0,0,0,9.33,15.53,24.15,Sunday
2022-05-06,2022-05-23,17,100,0,16,11,96,1540.27,974.45,101,94,97,0,0,0,0,8.71,12.32,22.9,Monday
2022-05-06,2022-05-24,18,100,0,16,8,91,1443.2,663.36,96,83,82,0,0,0,0,8.76,13.71,25.21,Tuesday
2022-05-06,2022-05-25,19,100,0,19,5,93,1755.6,424.8,91,86,93,5,0,0,0,9.71,15.09,25.77,Wednesday
2022-05-06,2022-05-26,20,100,2,20,7,81,1629.33,524.91,82,81,87,4,0,0,0,8.54,12.14,23.05,Thursday
2022-05-06,2022-05-27,21,100,0,11,24,83,922.53,1853.44,80,91,91,3,0,0,0,9.34,15.52,25.08,Friday
2022-05-06,2022-05-28,22,100,0,9,21,76,692.4,1487.92,85,86,71,0,0,0,0,9.91,12.06,22.4,Saturday
2022-05-06,2022-05-29,23,100,0,10,32,79,792.0,2332.16,83,87,70,2,0,0,0,9.09,14.53,24.94,Sunday
2022-05-06,2022-05-30,24,100,0,20,7,76,1514.67,487.57,85,72,67,5,0,0,0,8.53,13.72,22.01,Monday
2022-05-06,2022-05-31,25,100,0,19,10,82,1556.73,753.73,89,82,74,4,0,0,0,8.97,12.68,24.22,Tuesday
2022-05-06,2022-06-01,26,100,0,14,6,87,1209.6,476.64,82,86,84,1,0,0,0,9.13,18.72,26.1,Wednesday
2022-05-06,2022-06-02,27,100,1,16,12,82,1317.33,909.28,83,77,91,3,0,0,0,10.25,19.42,29.68,Thursday
2022-05-06,2022-06-03,28,100,0,10,24,100,1004.67,2219.2,109,90,108,1,0,0,0,10.79,19.86,28.55,Friday
2022-05-06,2022-06-04,29,100,0,8,28,91,725.87,2336.69,99,86,84,1,0,0,0,10.39,16.14,27.23,Saturday
2022-05-06,2022-06-05,30,100,0,18,15,114,2067.6,1586.2,121,115,119,1,1,0,5,9.72,19.98,28.31,Sunday
2022-05-06,2022-06-06,31,100,3,16,5,90,1430.4,411.0,86,92,83,1,0,0,0,10.8,19.29,29.59,Monday
2022-05-06,2022-06-07,32,100,0,17,5,85,1451.8,393.0,81,93,87,2,0,0,0,9.85,17.03,26.27,Tuesday
2022-05-06,2022-06-08,33,100,0,19,11,87,1642.87,874.57,88,79,86,1,0,0,0,9.32,18.83,26.92,Wednesday
2022-05-06,2022-06-09,34,100,0,16,10,83,1351.47,778.27,89,91,91,5,0,0,0,9.69,16.13,27.83,Thursday
2022-05-06,2022-06-10,35,100,0,9,25,82,735.6,1879.33,75,84,83,3,0,0,0,9.82,16.23,29.35,Friday
2022-05-06,2022-06-11,36,100,0,8,26,90,717.33,2144.13,95,84,86,2,0,0,0,9.54,17.5,28.7,Saturday
2022-05-06,2022-06-12,37,100,2,7,24,95,661.27,2084.8,97,93,87,2,0,0,0,9.29,18.05,26.41,Sunday
2022-05-06,2022-06-13,38,100,0,14,8,98,1374.8,722.88,92,101,104,3,0,1,3,9.5,19.1,26.17,Monday
2022-05-06,2022-06-14,39,100,0,12,9,85,1027.2,709.2,81,94,89,1,0,0,0,10.89,16.43,28.48,Tuesday
2022-05-06,2022-06-15,40,100,1,13,9,82,1064.27,677.76,85,82,77,1,0,0,0,9.68,16.42,26.35,Wednesday
2022-05-06,2022-06-16,41,100,0,10,11,81,812.0,821.92,84,72,90,1,0,0,0,10.2,17.97,27.87,Thursday
2022-05-06,2022-06-17,42,100,0,5,29,93,470.33,2512.17,102,97,96,3,0,0,0,10.22,16.69,27.83,Friday
2022-05-06,2022-06-18,43,100,0,8,21,90,714.13,1723.4,85,93,81,3,0,0,0,9.3,18.88,29.72,Saturday
2022-05-06,2022-06-19,44,100,1,5,22,98,488.33,1976.19,93,93,103,3,0,0,0,9.87,19.65,29.28,Sunday
2022-05-06,2022-06-20,45,100,3,11,5,88,956.27,399.47,81,89,78,2,0,0,0,10.63,16.25,28.7,Monday
2022-05-06,2022-06-21,46,100,0,13,7,94,1220.27,604.43,101,85,94,0,0,0,0,10.84,16.11,27.89,Tuesday
2022-05-06,2022-06-22,47,100,0,14,6,98,1363.6,537.36,100,96,89,0,0,0,0,10.45,19.46,28.19,Wednesday
2022-05-06,2022-06-23,48,100,3,10,13,93,929.33,1111.41,99,85,94,1,0,0,0,10.11,16.88,26.5,Thursday
2022-05-06,2022-06-24,49,100,0,4,24,97,386.4,2132.16,97,90,98,0,0,0,0,9.64,19.45,27.48,Friday
2022-05-06,2022-06-25,50,100,0,5,28,96,479.33,2469.23,92,102,92,5,0,0,0,9.8,16.2,26.36,Saturday
2022-05-06,2022-06-26,51,100,0,6,26,100,600.4,2393.73,108,98,95,2,0,0,0,9.9,18.04,26.14,Sunday
2022-05-06,2022-06-27,52,100,0,8,13,89,717.87,1073.97,91,92,95,1,0,0,0,9.36,17.12,26.09,Monday
2022-05-06,2022-06-28,53,100,0,10,7,101,1012.0,651.84,110,98,98,3,0,0,0,9.66,18.36,27.25,Tuesday
2022-05-06,2022-06-29,54,100,0,7,11,93,658.93,953.63,97,97,102,1,0,0,0,10.69,17.12,28.98,Wednesday
2022-05-06,2022-06-30,55,100,0,9,6,115,1036.8,636.0,120,106,122,2,0,1,2,9.97,17.65,28.61,Thursday
2022-05-06,2022-07-01,56,100,0,2,22,94,189.73,1921.63,101,93,101,2,0,0,0,10.9,21.43,28.79,Friday
2022-05-06,2022-07-02,57,100,1,4,29,92,368.27,2456.49,94,98,85,2,0,0,0,9.84,19.89,30.93,Saturday
2022-05-06,2022-07-03,58,100,0,5,23,113,564.33,2388.01,122,105,110,2,0,0,0,9.52,21.19,31.37,Sunday
2022-05-06,2022-07-04,59,100,0,8,9,85,684.8,709.2,88,85,91,0,0,0,0,10.27,18.45,28.35,Monday
2022-05-06,2022-07-05,60,100,0,8,5,97,778.13,447.53,94,105,96,1,0,0,0,11.3,19.9,29.17,Tuesday
2022-05-07,2022-05-07,0,100,0,13,26,90,1173.47,2159.73,89,90,95,3,0,0,0,8.98,15.57,23.1,Saturday
2022-05-07,2022-05-08,1,100,0,11,24,87,946.73,1898.56,80,82,85,2,0,0,0,9.18,15.36,23.75,Sunday
2022-05-07,2022-05-09,2,100,0,20,5,90,1801.33,414.33,92,90,89,3,0,0,0,9.91,13.91,22.54,Monday
2022-05-07,2022-05-10,3,100,0,17,11,86,1468.8,874.72,89,93,82,3,0,0,0,8.29,13.97,25.77,Tuesday
2022-05-07,2022-05-11,4,100,0,28,9,76,2111.2,623.88,68,67,84,3,0,0,0,8.51,15.28,25.13,Wednesday
2022-05-07,2022-05-12,5,100,0,17,8,76,1304.47,565.23,79,76,84,3,0,0,0,8.34,14.62,22.78,Thursday
2022-05-07,2022-05-13,6,100,1,13,24,85,1092.87,1854.4,76,89,76,3,0,0,0,9.4,15.93,22.72,Friday
2022-05-07,2022-05-14,7,100,0,8,24,87,696.53,1922.56,81,88,93,6,0,0,0,8.75,14.78,23.67,Saturday
2022-05-07,2022-05-15,8,100,0,21,17,105,2220.4,1654.67,112,115,99,1,0,1,1,9.04,14.61,24.11,Sunday
2022-05-07,2022-05-16,9,100,0,22,8,72,1591.33,532.59,67,78,76,2,0,0,0,8.88,13.45,23.84,Monday
2022-05-07,2022-05-17,10,100,0,24,10,92,2217.6,850.4,93,98,91,3,0,0,0,8.6,14.41,25.79,Tuesday
2022-05-07,2022-05-18,11,100,0,21,9,86,1796.2,707.88,83,88,80,2,0,0,0,8.85,12.02,24.8,Wednesday
2022-05-07,2022-05-19,12,100,0,26,10,82,2130.27,753.73,75,89,81,3,0,0,0,8.37,13.38,24.73,Thursday
2022-05-07,2022-05-20,13,100,0,14,22,81,1120.93,1618.91,71,78,80,2,0,0,0,8.04,12.36,23.86,Friday
2022-05-07,2022-05-21,14,100,0,9,29,86,772.8,2290.61,78,91,87,2,0,0,0,9.59,15.99,24.12,Saturday
2022-05-07,2022-05-22,15,100,0,12,21,86,1039.2,1674.12,94,88,85,1,0,0,0,9.33,15.53,24.15,Sunday
2022-05-07,2022-05-23,16,100,0,19,10,86,1646.67,797.87,87,89,92,2,0,0,0,8.71,12.32,22.9,Monday
2022-05-07,2022-05-24,17,100,0,17,7,85,1452.93,550.67,94,91,77,1,0,0,0,8.76,13.71,25.21,Tuesday
2022-05-07,2022-05-25,18,100,0,22,7,93,2035.73,595.65,87,99,86,1,0,0,0,9.71,15.09,25.77,Wednesday
2022-05-07,2022-05-26,19,100,2,18,7,85,1532.4,548.33,89,88,80,4,0,0,0,8.54,12.14,23.05,Thursday
2022-05-07,2022-05-27,20,100,0,10,23,92,917.33,1940.59,83,94,95,5,0,0,0,9.34,15.52,25.08,Friday
2022-05-07,2022-05-28,21,100,0,9,17,87,781.2,1357.28,87,92,79,2,0,0,0,9.91,12.06,22.4,Saturday
2022-05-07,2022-05-29,22,100,0,10,32,79,794.0,2338.56,81,86,76,2,0,0,0,9.09,14.53,24.94,Sunday
2022-05-07,2022-05-30,23,100,0,21,7,88,1815.8,555.99,78,81,82,0,0,0,0,8.53,13.72,22.01,Monday
2022-05-07,2022-05-31,24,100,0,17,8,91,1539.07,666.03,82,98,86,0,0,0,0,8.97,12.68,24.22,Tuesday
2022-05-07,2022-06-01,25,100,0,15,8,88,1312.0,643.41,83,87,86,4,0,0,0,9.13,18.72,26.1,Wednesday
2022-05-07,2022-06-02,26,100,1,21,11,88,1834.0,883.23,89,79,86,2,0,0,0,10.25,19.42,29.68,Thursday
2022-05-07,2022-06-03,27,100,0,11,19,87,954.8,1516.96,91,81,86,3,0,0,0,10.79,19.86,28.55,Friday
2022-05-07,2022-06-04,28,100,0,9,24,90,817.2,2006.4,99,94,89,1,0,0,0,10.39,16.14,27.23,Saturday
2022-05-07,2022-06-05,29,100,0,18,16,111,1999.2,1634.99,105,109,120,1,1,0,5,9.72,19.98,28.31,Sunday
2022-05-07,2022-06-06,30,100,3,18,7,83,1488.0,532.19,77,91,76,0,0,0,0,10.8,19.29,29.59,Monday
2022-05-07,2022-06-07,31,100,0,16,6,76,1237.33,427.52,83,80,85,3,0,0,0,9.85,17.03,26.27,Tuesday
2022-05-07,2022-06-08,32,100,0,15,11,85,1284.0,866.8,91,86,87,3,0,0,0,9.32,18.83,26.92,Wednesday
2022-05-07,2022-06-09,33,100,0,14,10,93,1296.4,851.6,93,86,94,3,0,0,0,9.69,16.13,27.83,Thursday
2022-05-07,2022-06-10,34,100,0,8,24,84,664.0,1830.72,78,76,83,1,0,0,0,9.82,16.23,29.35,Friday
2022-05-07,2022-06-11,35,100,0,7,20,84,579.13,1520.27,76,74,83,1,0,0,0,9.54,17.5,28.7,Saturday
2022-05-07,2022-06-12,36,100,2,8,16,97,765.87,1407.57,95,89,88,2,0,0,0,9.29,18.05,26.41,Sunday
2022-05-07,2022-06-13,37,100,0,16,6,118,1896.53,654.56,113,121,128,2,0,1,3,9.5,19.1,26.17,Monday
2022-05-07,2022-06-14,38,100,0,13,7,95,1228.93,608.53,87,93,98,1,0,0,0,10.89,16.43,28.48,Tuesday
2022-05-07,2022-06-15,39,100,1,11,6,91,1004.67,504.32,96,98,84,1,0,0,0,9.68,16.42,26.35,Wednesday
2022-05-07,2022-06-16,40,100,0,12,11,90,1068.8,900.53,81,85,90,2,0,0,0,10.2,17.97,27.87,Thursday
2022-05-07,2022-06-17,41,100,0,5,27,98,485.67,2410.92,89,96,96,0,0,0,0,10.22,16.69,27.83,Friday
2022-05-07,2022-06-18,42,100,0,8,25,98,776.0,2229.0,88,99,92,2,0,0,0,9.3,18.88,29.72,Saturday
2022-05-07,2022-06-19,43,100,1,7,23,98,682.73,2062.95,90,107,90,3,0,0,0,9.87,19.65,29.28,Sunday
2022-05-07,2022-06-20,44,100,3,13,9,94,1236.73,788.52,103,103,93,2,0,0,0,10.63,16.25,28.7,Monday
2022-05-07,2022-06-21,45,100,0,9,12,86,772.8,947.84,82,88,86,1,0,0,0,10.84,16.11,27.89,Tuesday
2022-05-07,2022-06-22,46,100,0,10,8,83,831.33,611.95,75,85,91,2,0,0,0,10.45,19.46,28.19,Wednesday
2022-05-07,2022-06-23,47,100,3,10,9,96,965.33,799.68,105,96,95,1,0,0,0,10.11,16.88,26.5,Thursday
2022-05-07,2022-06-24,48,100,0,5,33,100,508.33,3091.0,108,109,108,3,0,0,0,9.64,19.45,27.48,Friday
2022-05-07,2022-06-25,49,100,0,4,24,89,357.6,1974.72,84,92,97,0,0,0,0,9.8,16.2,26.36,Saturday
2022-05-07,2022-06-26,50,100,0,7,19,92,643.07,1605.63,90,84,100,3,0,0,0,9.9,18.04,26.14,Sunday
2022-05-07,2022-06-27,51,100,0,13,11,87,1131.0,880.44,90,87,84,3,0,0,0,9.36,17.12,26.09,Monday
2022-05-07,2022-06-28,52,100,0,12,7,92,1100.8,590.61,87,89,96,2,0,0,0,9.66,18.36,27.25,Tuesday
2022-05-07,2022-06-29,53,100,0,7,10,96,670.6,881.2,87,103,95,0,0,0,0,10.69,17.12,28.98,Wednesday
2022-05-07,2022-06-30,54,100,0,11,7,110,1201.2,702.8,100,113,105,0,0,1,2,9.97,17.65,28.61,Thursday
2022-05-07,2022-07-01,55,100,0,3,19,91,269.4,1567.88,81,83,91,2,0,0,0,10.9,21.43,28.79,Friday
2022-05-07,2022-07-02,56,100,1,4,26,97,384.27,2295.97,101,88,88,0,0,0,0,9.84,19.89,30.93,Saturday
2022-05-07,2022-07-03,57,100,0,4,31,99,400.53,2858.61,106,107,101,2,0,0,0,9.52,21.19,31.37,Sunday
2022-05-07,2022-07-04,58,100,0,10,9,92,920.67,762.36,92,102,83,1,0,0,0,10.27,18.45,28.35,Monday
2022-05-07,2022-07-05,59,100,0,10,7,83,818.67,526.59,78,78,76,0,0,0,0,11.3,19.9,29.17,Tuesday
2022-05-07,2022-07-06,60,100,0,3,7,100,301.2,646.8,108,98,100,0,0,0,0,10.76,21.61,30.55,Wednesday
2022-05-08,2022-05-08,0,100,0,11,25,76,834.53,1744.67,73,69,84,1,0,0,0,9.18,15.36,23.75,Sunday
2022-05-08,2022-05-09,1,100,0,19,5,80,1527.6,370.0,73,90,83,0,0,0,0,9.91,13.91,22.54,Monday
2022-05-08,2022-05-10,2,100,0,19,10,72,1379.4,668.4,73,78,74,3,0,0,0,8.29,13.97,25.77,Tuesday
2022-05-08,2022-05-11,3,100,0,26,10,84,2190.93,775.47,81,84,91,6,0,0,0,8.51,15.28,25.13,Wednesday
2022-05-08,2022-05-12,4,100,0,17,7,85,1451.8,550.2,94,89,78,2,0,0,0,8.34,14.62,22.78,Thursday
2022-05-08,2022-05-13,5,100,1,13,24,86,1116.27,1895.68,86,86,84,4,0,0,0,9.4,15.93,22.72,Friday
2022-05-08,2022-05-14,6,100,0,8,27,93,746.13,2317.32,102,83,98,5,0,0,0,8.75,14.78,23.67,Saturday
2022-05-08,2022-05-15,7,100,0,23,14,100,2313.8,1296.4,100,108,101,4,0,1,1,9.04,14.61,24.11,Sunday
2022-05-08,2022-05-16,8,100,0,25,7,83,2081.67,536.39,87,91,75,5,0,0,0,8.88,13.45,23.84,Monday
2022-05-08,2022-05-17,9,100,0,22,9,90,1981.47,745.8,87,92,92,1,0,0,0,8.6,14.41,25.79,Tuesday
2022-05-08,2022-05-18,10,100,0,23,10,80,1843.07,737.33,77,89,76,1,0,0,0,8.85,12.02,24.8,Wednesday
2022-05-08,2022-05-19,11,100,0,26,8,81,2118.13,599.89,87,79,84,4,0,0,0,8.37,13.38,24.73,Thursday
2022-05-08,2022-05-20,12,100,0,13,28,89,1165.67,2311.31,92,96,89,3,0,0,0,8.04,12.36,23.86,Friday
2022-05-08,2022-05-21,13,100,0,9,34,100,908.4,3159.73,94,110,110,3,0,0,0,9.59,15.99,24.12,Saturday
2022-05-08,2022-05-22,14,100,0,12,23,85,1023.2,1804.73,88,82,89,3,0,0,0,9.33,15.53,24.15,Sunday
2022-05-08,2022-05-23,15,100,0,19,9,82,1577.0,687.96,82,88,91,1,0,0,0,8.71,12.32,22.9,Monday
2022-05-08,2022-05-24,16,100,0,17,8,93,1583.27,685.55,85,101,95,1,0,0,0,8.76,13.71,25.21,Tuesday
2022-05-08,2022-05-25,17,100,0,21,7,83,1757.0,539.19,91,80,88,4,0,0,0,9.71,15.09,25.77,Wednesday
2022-05-08,2022-05-26,18,100,2,19,6,91,1746.73,507.92,88,99,100,0,0,0,0,8.54,12.14,23.05,Thursday
2022-05-08,2022-05-27,19,100,0,10,31,92,928.67,2650.71,98,93,98,4,0,0,0,9.34,15.52,25.08,Friday
2022-05-08,2022-05-28,20,100,0,10,19,91,911.33,1593.21,92,89,94,6,0,0,0,9.91,12.06,22.4,Saturday
2022-05-08,2022-05-29,21,100,0,9,26,87,772.8,2051.57,89,78,77,5,0,0,0,9.09,14.53,24.94,Sunday
2022-05-08,2022-05-30,22,100,0,19,7,85,1626.4,551.6,78,93,93,0,0,0,0,8.53,13.72,22.01,Monday
2022-05-08,2022-05-31,23,100,0,18,10,84,1516.8,775.47,82,81,93,2,0,0,0,8.97,12.68,24.22,Tuesday
2022-05-08,2022-06-01,24,100,0,15,8,94,1418.0,696.11,98,99,93,2,0,0,0,9.13,18.72,26.1,Wednesday
2022-05-08,2022-06-02,25,100,1,18,10,92,1650.0,843.07,84,90,97,2,0,0,0,10.25,19.42,29.68,Thursday
2022-05-08,2022-06-03,26,100,0,9,22,87,787.2,1771.15,89,94,85,3,0,0,0,10.79,19.86,28.55,Friday
2022-05-08,2022-06-04,27,100,0,8,24,83,670.93,1853.44,84,88,90,6,0,0,0,10.39,16.14,27.23,Saturday
2022-05-08,2022-06-05,28,100,0,20,12,112,2226.67,1228.48,107,104,115,5,1,0,5,9.72,19.98,28.31,Sunday
2022-05-08,2022-06-06,29,100,3,17,6,83,1426.87,463.76,87,89,87,0,0,0,0,10.8,19.29,29.59,Monday
2022-05-08,2022-06-07,30,100,0,16,5,84,1360.0,391.4,85,92,90,0,0,0,0,9.85,17.03,26.27,Tuesday
2022-05-08,2022-06-08,31,100,0,13,10,87,1131.87,801.07,82,95,85,0,0,0,0,9.32,18.83,26.92,Wednesday
2022-05-08,2022-06-09,32,100,0,16,12,90,1449.6,1000.8,91,90,98,0,0,0,0,9.69,16.13,27.83,Thursday
2022-05-08,2022-06-10,33,100,0,10,23,88,883.33,1869.75,97,88,84,2,0,0,0,9.82,16.23,29.35,Friday
2022-05-08,2022-06-11,34,100,0,7,33,97,676.67,2933.92,98,91,97,2,0,0,0,9.54,17.5,28.7,Saturday
2022-05-08,2022-06-12,35,100,2,9,22,91,819.6,1843.31,83,91,100,3,0,0,0,9.29,18.05,26.41,Sunday
2022-05-08,2022-06-13,36,100,0,17,6,94,1601.4,520.08,99,101,85,1,0,1,3,9.5,19.1,26.17,Monday
2022-05-08,2022-06-14,37,100,0,12,7,78,935.2,501.85,73,84,76,2,0,0,0,10.89,16.43,28.48,Tuesday
2022-05-08,2022-06-15,38,100,1,16,7,86,1378.13,554.77,85,95,80,2,0,0,0,9.68,16.42,26.35,Wednesday
2022-05-08,2022-06-16,39,100,0,12,9,97,1157.6,798.36,88,105,90,1,0,0,0,10.2,17.97,27.87,Thursday
2022-05-08,2022-06-17,40,100,0,5,27,105,525.67,2611.8,100,115,102,6,0,0,0,10.22,16.69,27.83,Friday
2022-05-08,2022-06-18,41,100,0,7,23,90,625.33,1889.07,80,90,90,2,0,0,0,9.3,18.88,29.72,Saturday
2022-05-08,2022-06-19,42,100,1,8,22,100,800.0,2024.0,104,101,95,2,0,0,0,9.87,19.65,29.28,Sunday
2022-05-08,2022-06-20,43,100,3,14,9,91,1272.13,752.28,82,93,96,0,0,0,0,10.63,16.25,28.7,Monday
2022-05-08,2022-06-21,44,100,0,10,10,89,904.0,832.8,93,97,98,0,0,0,0,10.84,16.11,27.89,Tuesday
2022-05-08,2022-06-22,45,100,0,11,10,93,1029.6,861.6,90,97,101,3,0,0,0,10.45,19.46,28.19,Wednesday
2022-05-08,2022-06-23,46,100,3,11,12,92,1023.73,1028.48,98,95,99,5,0,0,0,10.11,16.88,26.5,Thursday
2022-05-08,2022-06-24,47,100,0,6,22,93,561.6,1895.52,102,84,102,3,0,0,0,9.64,19.45,27.48,Friday
2022-05-08,2022-06-25,48,100,0,4,25,92,370.13,2129.33,88,99,97,2,0,0,0,9.8,16.2,26.36,Saturday
2022-05-08,2022-06-26,49,100,0,6,25,103,613.6,2350.67,102,101,95,1,0,0,0,9.9,18.04,26.14,Sunday
2022-05-08,2022-06-27,50,100,0,10,10,94,957.33,882.13,103,102,103,3,0,0,0,9.36,17.12,26.09,Monday
